id,text,label,Comments
413,"The work will be completed within next three months as per schedule, he added.",neutral,
414,"Today, Jalal’s body lies lifeless, surrounded by mourning friends and family in his village home in Netrakona.",negative,
415,"“Why did they [cops] shoot? Couldn’t they disperse the workers in any other way? They used pellet guns and my husband’s abdomen was completely scarred with wounds!” cried Nargis, as she sat dazed and confused in front of the morgue at Dhaka Medical College Hospital.",negative,
416,Jalal Uddin was shot with pellets multiple times as police targeted agitating RMG workers in front of the factory. He died from his injuries early yesterday while being treated at the ICU of DMCH.,negative,
417,"Nargis could not stop wailing, even in the company of her seven-year-old daughter Jannatul Bakia Mariyam, who was too young to understand what had happened.",neutral,
418,"“I want to go to baba. What happened to him, ma? Has he died?” the child kept asking, seeing her mother break down.",negative,
419,Jalal’s abdominal region had scars from at least 60 pellets lodged inside. There were more on the other parts of his body.,negative,
420,"“My husband was a supervisor. He didn’t join the protests; neither was he a labour leader. Why did they shoot and kill him? Who will my daughter call ‘baba’ now?” Nargis, a school teacher in Konabari, cried out.",neutral,
421,"“Even before he went to the operation theatre, all he could talk about was our daughter. He said, ‘Don’t do anything that might hurt her’ ... How can we [Nargis and Mariyam] live without him now?",neutral,
422,"“I want justice from the prime minister,” she demanded.",neutral,
423,"Hailing from Netrakona’s Kendua upazila, Jalal had seven siblings. His younger brother, Saiful Islam, returned home from Dubai yesterday morning, after getting the news of his brother’s injury.",neutral,
424,“I bought an emergency ticket to come see my brother. I couldn’t get to see him alive….”,neutral,
425,Jalal will be buried in his village graveyard around 10:00am today.,neutral,
426,"Anjuara Khatun, 28, was also shot the same day as Jalal, while she was demonstrating for a monthly minimum wage of Tk 23,000. She died that very day.",negative,
427,"Including her and Jalal, at least 30 workers suffered injuries in the clash.",negative,
428,"Just the day before, the minimum wage for RMG workers was fixed at Tk 12,500 -- much to the dismay of protesting workers and labour leaders.",neutral,
429,"Islam Garments, where Jalal and Anjuara worked, is owned by Dhaka North City Corporation Mayor Atiqul Islam.",neutral,
430,"Contacted, he said the incident took place in front of another factory in the area and the workers went there.",neutral,
431,"“The incident didn’t occur on my factory premises, I won’t take the responsibility.”",negative,
432,"Earlier, Gazipur Metropolitan Police Commissioner Mahbub Alam said police fired tear gas shells and rubber bullets to disperse the agitating workers as they were vandalising the factories and throwing brick bats at law enforcers.",neutral,
433,"So far, three garment workers were killed in police firing since the unrest began on October 23.",negative,
434,"The international clothing retailers that source garment products from Bangladesh are concerned about receiving their shipment on time because of the labour unrest, said the garment factory owners’ association BGMEA yesterday.",negative,
435,"If the unrest continues the buyers may not place fresh work orders, BGMEA President Faruque Hassan told a press conference at the BGMEA office in the capital’s Uttara.",negative,
436,"“We are trying to make them understand that only five percent of the factories are affected,” he said.",negative,
437,"Over 130 garment factories remained closed yesterday with the owners invoking section 13(1) of the labour law which means “no work, no pay”, according to him.",negative,
438,"Although the international brands had committed to paying more to make up for the increased salary of workers, the prices have not been negotiated yet, he added.",neutral,
439,"“If the workers of the shuttered factories come and join work shunning the demonstrations, the owners will reopen the factories,” Faruque said.",positive,
440,"According to police, factory owners have filed 12 cases with Ashulia Police Station over the last few days accusing around 3,500 mostly unnamed people.",negative,
441,"In one of the cases, 16 workers were named as accused, said Shahidul Islam, additional superintendent of police in Dhaka district, adding that five workers were arrested this week.",positive,
442,"“We are collecting CCTV footage to identify the real criminals,” he told our correspondent in Savar.",positive,
443,Garment factory workers have been demonstrating for better wages for nearly two weeks.,neutral,
444,"So far, three workers, including a woman, were shot dead as police used firearms during clashes between demonstrators and law enforcers.",negative,
445,"At yesterday’s BGMEA press conference, Faruque said 25 units have been vandalised so far.",negative,
446,The BGMEA chief then asked the workers to return to work and urged the authorities to protect the factories from vandals.,positive,
447,"Amid widespread protests, the minimum wage board for garment workers recently raised the starting monthly salary from Tk 8,000 to Tk 12,500. Unions have rejected the new wage and continued protesting.",neutral,
448,"The board yesterday published a gazette on the new salary, stating that of the Tk 12,500 salary, Tk 6,700 is basic, Tk 3,350 rent, Tk 750 medical allowance, Tk 450 conveyance, and Tk 1,250 food allowance.",neutral,
449,"Meanwhile, Mojuri Briddhite Garment Sramik Andolan, an alliance of 11 labour organisations, yesterday wrote to Monnujan Sufian, the state minister for labour, notifying her that they reject the salary of Tk 12,500 and demand Tk 25,000, of which the basic salary should be 65 percent.",neutral,
450,The workers yesterday demonstrated at different places for better wages.,negative,
451,"Contacted, Sarwar Hossain, general secretary of Garments Sramik Unity League, said workers should be protected from harassment during legal proceedings.",positive,
452,"Officials said teams of police, border guards, and Rab were on high alert in the industrial areas.",positive,
453,Three women were injured when a group of miscreants attacked a temple in Noakhali’s Begumganj upazila on Saturday night.,negative,
454,"Yesterday, one of the victims filed a case at Begumganj Model Police Station against three named and some 20 unnamed attackers.",neutral,
455,"According to the case, for a long time now, a community of Hindu cobblers has resided and performed their religious rituals on government (khas) land in the Karimpur Petrol Pump area, which later came to be known as “Muchipara”.",neutral,
456,"On Saturday, local landgrabber Md Selim threatened residents to stop setting up a temple for Kali puja as he was trying to take over the land.",negative,
457,"Later that night, around 20-25 people, led by Selim, vandalised the temple, attacked three local women, desecrated an idol of goddess Kali, and looted the donation box.",negative,
458,"However, Selim could not be reached over the phone as he went on the run following the incident.",negative,
459,"To protest the incident, Muchipara locals blocked the Karimpur-Ganipur road under ward 5 of Chaumuhani municipality yesterday.",neutral,
460,"On information, Begumganj Upazila Nirbahi Officer Yasir Arafat visited the spot with members of police and Rab.",neutral,
461,UNO Arafat said he directed police to arrest the accused immediately.,neutral,
462,Begumganj Police Station Officer-in-Charge Anwarul Islam said police were trying to arrest the accused.,neutral,
463,"Over 365 people were arrested, and 13 cases were filed yesterday -- the first day of a 48-hour nationwide blockade called by BNP and like-minded parties.",negative,
464,"On the day, seven buses were also torched; however, no major clashes were reported in the country.",neutral,
465,"The opposition parties, who have enforced seven days of blockade since October 31, called this fresh bout of blockade on roads, rail, and waterways demanding the resignation of the government and the upcoming general election under a non-party interim administration.",neutral,
466,"BNP Senior Joint Secretary General Ruhul Kabir Rizvi, at a virtual press conference yesterday, said that since October 28, law enforcement agencies have arrested 10,770 party leaders and activists, including the 365 yesterday.",neutral,
467,"With the 13 new cases filed yesterday, the total number of cases against BNP men since October 28 stands at 233, he added.",neutral,
468,"Between October 28 and yesterday, Rab picked up 377 people from across the country over violence and sabotage.",positive,
469,"Although the capital experienced a significant increase in vehicular traffic yesterday, compared to other days during the blockade, only a few inter-district buses left Dhaka due to a lack of passengers.",neutral,
470,"While visiting the Gabtoli, Sayedabad, and Mohakhali bus terminals, The Daily Star found that almost all of the ticket counters closed with the staff idle. Only a few buses left Gabtoli in the evening.",negative,
471,"Seven buses from BMF Paribahan and Dola Paribahan departed from the Sayedabad terminal by 11:00am, according to bus service staff members.",neutral,
472,"Shovon, a manager of Dola Paribahan, said three of their buses left Sayedabad for Barishal’s Morrelganj with a good number of passengers.",positive,
473,"Sohorab Hossain, counter manager of Unique Paribahan at the Sayedabad Bus Terminal, told The Daily Star that they could not operate any buses due to a scarcity of passengers.",negative,
474,"Md Alamgir Hossain, in charge of Hanif Paribahan at the terminal, said they would operate buses only if they got enough passengers.",neutral,
475,"the authorities to shutter the factory and call the police, he tried to leave the area to get back home to his wife and only daughter as soon as he could.",neutral,
476,He could only just try.,neutral,
477,"Today, Jalal’s body lies lifeless, surrounded by mourning friends and family in his village home in Netrakona.",negative,
478,"“Why did they [cops] shoot? Couldn’t they disperse the workers in any other way? They used pellet guns and my husband’s abdomen was completely scarred with wounds!” cried Nargis, as she sat dazed and confused in front of the morgue at Dhaka Medical College Hospital.",negative,
479,Jalal Uddin was shot with pellets multiple times as police targeted agitating RMG workers in front of the factory. He died from his injuries early yesterday while being treated at the ICU of DMCH.,negative,
480,"Nargis could not stop wailing, even in the company of her seven-year-old daughter Jannatul Bakia Mariyam, who was too young to understand what had happened.",negative,
481,"“I want to go to baba. What happened to him, ma? Has he died?” the child kept asking, seeing her mother break down.",negative,
482,Jalal’s abdominal region had scars from at least 60 pellets lodged inside. There were more on the other parts of his body.,negative,
483,"“My husband was a supervisor. He didn’t join the protests; neither was he a labour leader. Why did they shoot and kill him? Who will my daughter call ‘baba’ now?” Nargis, a school teacher in Konabari, cried out.",negative,
484,"“Even before he went to the operation theatre, all he could talk about was our daughter. He said, ‘Don’t do anything that might hurt her’ ... How can we [Nargis and Mariyam] live without him now?",neutral,
485,"“I want justice from the prime minister,” she demanded.",positive,
486,"Hailing from Netrakona’s Kendua upazila, Jalal had seven siblings. His younger brother, Saiful Islam, returned home from Dubai yesterday morning, after getting the news of his brother’s injury.",neutral,
487,“I bought an emergency ticket to come see my brother. I couldn’t get to see him alive….”,neutral,
488,Jalal will be buried in his village graveyard around 10:00am today.,neutral,
489,"Anjuara Khatun, 28, was also shot the same day as Jalal, while she was demonstrating for a monthly minimum wage of Tk 23,000. She died that very day.",negative,
490,"Including her and Jalal, at least 30 workers suffered injuries in the clash.",negative,
491,"Just the day before, the minimum wage for RMG workers was fixed at Tk 12,500 -- much to the dismay of protesting workers and labour leaders.",neutral,
492,"Islam Garments, where Jalal and Anjuara worked, is owned by Dhaka North City Corporation Mayor Atiqul Islam.",neutral,
493,"Contacted, he said the incident took place in front of another factory in the area and the workers went there.",neutral,
494,"“The incident didn’t occur on my factory premises, I won’t take the responsibility.”",negative,
495,"Earlier, Gazipur Metropolitan Police Commissioner Mahbub Alam said police fired tear gas shells and rubber bullets to disperse the agitating workers as they were vandalising the factories and throwing brick bats at law enforcers.",negative,
496,"So far, three garment workers were killed in police firing since the unrest began on October 23.",negative,
497,"Spriha and Sparsha, aged four and two, were found playing in their Chattogram home, unaware that their father, Anindya Kaushal, had died in a houseboat fire during a trip to Kashmir on Saturday.",negative,
498,"However, the elders at the Jamal Khan residence were in a state of despair upon receiving the news from Kashmir’s Dal Lake.",negative,
499,"Anindya’s father, Swapan Kumar Nath, lost consciousness several times after learning about his son’s death.",negative,
500,"His mother, Priyanka Devi, got ill after hearing the news and was undergoing treatment in a private hospital",negative,
501,"Three Bangladeshi tourists, Anindya, Emon Das Gupta, and Md Mainuddin, all from Chattogram, died when seven houseboats stationed in Dal Lake caught fire.",negative,
502,Police said a fire broke out in one houseboat in the early hours and quickly spread to other boats moored nearby.,negative,
503,The three travelled together and died inside one of the houseboats which caught fire.,negative,
504,"Anindya was an executive engineer of Rangamati Public Works Department, while Emon Das was a sub-divisional engineer, and Mainuddin a contractor for the same department.",neutral,
505,"Anindya’s brother-in-law Ashish Kumar Nath told The Daily Star, “Anindya went to India on November 3. His return ticket was booked for November 16. But now he will never return to us.”",negative,
506,"“Anindya spoke to the family members last Friday. Then he talked to the children on a video call. Little did they know, it would be the last time they would talk to their father,” Ashish said.",neutral,
507,"“Anindya had high hopes for his daughters’ future. Now they will grow up without him,” he said.",neutral,
508,"When asked about Emon, who lived with his family in the Panchlaish area of the city, his colleagues were filled with grief.",negative,
509,"Public Works Department Executive Engineer Rahul Guha said, “Emon was a cheerful guy. It is hard to believe that Emon is no longer with us.”",neutral,
510,"“He has a five-year-old son. I can’t imagine what the family must be going through now,” he added.",neutral,
511,"Mainuddin has a son and a daughter. The daughter is in ninth grade, and son in third grade.",neutral,
512,"The jails are now full of opposition leaders and activists, BNP’s central Nayapaltan office has been under lock and key since October 28, and opposition leader Ruhul Kabir Rizvi is now forced to hold virtual press conferences from a secret location. Amid all this, the Election Commission (EC) has said the election will be held on time at any cost, and Awami League leaders are taking all-out preparations for the polls scheduled for early January. Meanwhile, ready-made garment (RMG) workers are on the streets demanding fair wages.",negative,
513,"Besides, close to the end of the government’s current tenure, a whole bunch of civil servants and police officials got promoted. One should note that these two groups are widely considered to be responsible for helping AL win earlier elections, and are set to play a significant role in the upcoming polls too.",neutral,
514,"It is in this context that Prime Minister Sheikh Hasina is inaugurating infrastructure projects around the country, seeking votes for her party. A string of milestone undertakings is providing ample opportunities for an unofficial election campaign. What’s more, no one will deny that the country has seen massive development work in the last 15 years. However, the other narrative revolves around rampant corruption, blatant nepotism and substantial money laundering.",,
515,"While the prime minister is unofficially on her campaign trail, the opposition camp is on the run. One can say that the opposition is responsible for such a turn of events, but no one can really be sure of who it was that threw the first proverbial punch.",,
516,"Violence in Bangladesh politics is nothing new and not one-sided. When the Awami League was in opposition, it was also engaged in fierce violence. The major political parties—Awami League and BNP—have always been in clashes over the last three decades for their own political interests. So, blaming BNP alone for violence and clashes just before the national election is only an attempt to keep it away from the electoral battle.",,
517,"This time, however, the circumstances are more complex. The economic situation is quite precarious, the international community is keeping an eye on elections, and the people’s frustration appears to have peaked from being deprived of their democratic right to vote. People’s votes did not really seem to matter in the last two elections, as the results were obvious even before the first ballot was cast on election day. So, the ruling party wants to show at least a competitive election, and that’s why, as per media reports, the government wants some BNP leaders in the election but not the BNP itself. Information Minister Hasan Mahmud told journalists that many were queuing up to join Trinamool BNP, a party founded by former BNP leader Barrister Nazmul Huda in 2015, and that another party would be formed by former commerce minister and BNP leader Hafiz Uddin Ahmad. But Hafiz did not confirm the claim. He said he hoped to stay in the party till the end of his political career.",,
518,"More than BNP’s house of cards, these machinations and remarks reflect poorly on Bangladesh’s oldest political party, which is now harbouring questionable ethics—so much so that it is now attempting to break up another political party, one that it claims was born in the cantonment and run by arsonists.",,
519,"So, when this is the situation with the elections only two months away, one can easily imagine what is going to happen if this continues. And worryingly, we don’t see any chance of the scene changing. If anything, it will very likely become more complicated once the election schedule is announced. The opposition parties will come up with more programmes, and the government will be harsher on the opposition to maintain law and order. And consequently, a fearful situation will arise in which voters will not be interested in the festivities surrounding the election, nor will they be interested in casting their votes.",,
520,"We all know that regional and global geopolitics is carrying a lot of weight in our national election right now. The international community has seldom shown so much interest in our state of affairs before. The US has made its position clear, saying that it wants to see a free and fair election, and for that, it imposed visa restrictions. China has said it wants Bangladesh’s elections to be held as per the constitution. India said Bangladesh’s election is an internal matter, and it is for the people of Bangladesh to decide their future. India has said as a close friend and partner of Bangladesh, it respects the democratic process and will continue to support the country’s vision of a stable, peaceful and progressive nation.",,
521,"All this can be interpreted in two ways. It can be a matter of great pride that we have become a centre of attention of the big regional and global powers. The other perspective, however, is that although the national election is an internal issue, it is unfortunate that we have not yet been able to devise a sustainable system to hold a free, fair and participatory election through which power can be transferred smoothly.",,
522,"Winter is knocking on the door, and the morning fog is making its yearly return. The same way, the election is closing in and the uncertainty around it is thickening.",,
523,"Rising prices of daily essentials, the freefalling value of taka against the dollar, a plummeting foreign exchange reserve, unrest in the RMG sector, and the international community watching quite intently—all these might make it too costly to hold an election like the ones in 2014 or 2018. There are simply too many factors that are unfavourable for the incumbents. Even a slight change in the wrong direction may bring bad news for the authorities.",,
524,The Jatiya Party appears to have softened its tough stance against elections under the ruling Awami League.,,
525,"JP Chairman GM Quader used to say that with Prime Minister Sheikh Hasina in power, the next national election cannot be free and fair.",,
526,He also used to say that there should be a system in which the government cannot influence or control polling.,,
527,That’s why GM Quader’s November 5 comment that his party was cooperating with the election process came as a surprise to many.,,
528,"The JP is making preparations to participate in the election, he said, adding that if the party decides otherwise, it will make an announcement.",,
529,JP insiders say many of their MPs and leaders want to participate in the election.,,
530,"On several occasions in recent weeks, Raushan Ershad, chief patron of the party, said JP will participate in the next election held under Prime Minister Sheikh Hasina.",,
531,"In the last one and a half months, GM Quader has not made any harsh criticism of the PM in his statements sent to the media.",,
532,JP Secretary General Mujibul Haque Chunnu told this correspondent on November 6 that his party would participate in the election under Hasina if it is held in a free and fair manner.,,
533,JP insiders said Quader apparently softened his anti-government stance after his visit to India in late August.,,
534,"A top JP leader said, 17 of the party’s 27 MPs had met Prime Minister Sheikh Hasina at the Jatiya Sangsad on November 1.",,
535,A JP leader present at the meeting said the political situation and the next election were discussed at the informal meeting.,,
536,"JP Chairman Quader said he was not aware of the meeting. However, Chunnu said he was aware of it.",,
537,"“It was a courtesy call. But I didn’t participate because of some technicalities,” Chunnu said, adding that the JP was making preparations to participate in all 300 constituencies.",,
538,"Asked whether the party will form an electoral alliance with the AL or participate independently, Chunnu said it would depend on the situation.",,
539,"Taking a swipe at BNP and its allies, Prime Minister Sheikh Hasina yesterday said they only know how to carry out destruction.",,
540,“We focus on creation and they [BNP and its allies] resort to destruction.”,,
541,She was speaking at the inauguration of the 102-km Dohazari-Cox’s Bazar rail line in Cox’s Bazar.,,
542,"Recalling BNP-Jamaat’s arson terrorism, she added, “Their mind is filled with darkness.",,
543,"“Those who can kill people by carrying out arson on buses, trucks, and trains are not blind at all. Their mind is filled with darkness.”",,
544,"Hasina, also the Awami League president, urged all to remain vigilant against the BNP and its allies. She warned that destruction and burning people will not be tolerated.",,
545,"Referring to the construction of the Bangabandhu Bridge over the Jamuna, she said the World Bank at that time said rail link would not be viable.",,
546,"“What’s interesting is that the rail is very viable now and the World Bank came up with a proposal to build a separate rail bridge over the Jamuna,” she said, adding she accepted the proposal at once.",,
547,The PM said the government will take effective measures to ensure people from every corner of the country can travel to Cox’s Bazar by train.,,
548,"Giving a brief on the development activities by her government to flourish the country’s railway sector, Hasina said the sector will be improved to match the global standard within 4-5 years.",,
